whole_pipe_index,Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),Pressure (Pa),X (m),Y (m),Z (m),u,v,w,p,x,y,z,average_velocity
6237,0.0018761159153655,0.0017986387247219,0,7.92527041028321e-05,0.427141620757027,0.0723083881347083,0,0.0018761159153655,0.0017986387247219,0,7.92527041028321e-05,0.427141620757027,0.0723083881347083,0,0.01
12833,0.0056495307944715,0.0131487427279353,0,-2.81158195530789e-05,0.324564558542976,0.401442057533707,0,0.0056495307944715,0.0131487427279353,0,-2.81158195530789e-05,0.324564558542976,0.401442057533707,0,0.01
4659,0.0026495228521525,0.0004387974913697,0,7.20818029808582e-05,0.0269012484799626,-0.118747801575232,0,0.0026495228521525,0.0004387974913697,0,7.20818029808582e-05,0.0269012484799626,-0.118747801575232,0,0.01
10247,0.0008892705081962,0.0011371480068191,0,8.00178702981562e-05,0.488825625818346,0.10580472057828,0,0.0008892705081962,0.0011371480068191,0,8.00178702981562e-05,0.488825625818346,0.10580472057828,0,0.01
4872,-3.66308813681826e-05,-2.21824338950682e-05,0,7.50374267761448e-05,0.233398233708612,-0.158273646870508,0,-3.66308813681826e-05,-2.21824338950682e-05,0,7.50374267761448e-05,0.233398233708612,-0.158273646870508,0,0.01
11485,0.0045132059603929,0.0137427132576704,0,4.94843189863542e-05,0.470747444777582,0.393189663822088,0,0.0045132059603929,0.0137427132576704,0,4.94843189863542e-05,0.470747444777582,0.393189663822088,0,0.01
7666,0.0106104034930468,0.0142588010057807,0,8.2523248541121e-06,0.319814966007656,0.277229179017353,0,0.0106104034930468,0.0142588010057807,0,8.2523248541121e-06,0.319814966007656,0.277229179017353,0,0.01
4238,0.0097986068576574,0.0017049675807356,0,6.84561576179828e-05,0.0087671800838712,-0.04659266941012,0,0.0097986068576574,0.0017049675807356,0,6.84561576179828e-05,0.0087671800838712,-0.04659266941012,0,0.01
7712,0.0113707818090916,0.013871980831027,0,-5.14395842673393e-07,0.297356796014831,0.264693972410449,0,0.0113707818090916,0.013871980831027,0,-5.14395842673393e-07,0.297356796014831,0.264693972410449,0,0.01
5843,9.71015397226438e-05,0.0001324479817412,0,7.9801281392398e-05,0.484902521636611,0.0461631024413016,0,9.71015397226438e-05,0.0001324479817412,0,7.9801281392398e-05,0.484902521636611,0.0461631024413016,0,0.01
8,3.10804643959273e-05,4.97301443829201e-05,0,-6.58982522407986e-05,0.17284482157669,0.28424045644767,0,3.10804643959273e-05,4.97301443829201e-05,0,-6.58982522407986e-05,0.17284482157669,0.28424045644767,0,0.01
10008,0.0004143223923165,0.0006278132204897,0,8.01933097447697e-05,0.520511647986613,0.121137438865328,0,0.0004143223923165,0.0006278132204897,0,8.01933097447697e-05,0.520511647986613,0.121137438865328,0,0.01
9229,0.0018731908639892,0.0085323676466941,0,6.55640647669561e-05,0.54437678482699,0.395499727518955,0,0.0018731908639892,0.0085323676466941,0,6.55640647669561e-05,0.54437678482699,0.395499727518955,0,0.01
10320,0.0033884330186992,0.0037554700393229,0,7.87158925758619e-05,0.434191455988128,0.127059742069488,0,0.0033884330186992,0.0037554700393229,0,7.87158925758619e-05,0.434191455988128,0.127059742069488,0,0.01
6923,0.0130355022847652,0.0115612121298909,0,2.23370942286633e-05,0.270418340139954,0.188643890159218,0,0.0130355022847652,0.0115612121298909,0,2.23370942286633e-05,0.270418340139954,0.188643890159218,0,0.01
13062,0.0041562286205589,0.0089710056781768,0,-3.70606650215855e-05,0.29559793833198,0.391947888771477,0,0.0041562286205589,0.0089710056781768,0,-3.70606650215855e-05,0.29559793833198,0.391947888771477,0,0.01
1022,0.0023591297212988,0.0012814211659133,0,-7.90124373966629e-05,0.0833674603905931,0.208530210925944,0,0.0023591297212988,0.0012814211659133,0,-7.90124373966629e-05,0.0833674603905931,0.208530210925944,0,0.01
1954,0.0152611220255494,0.0040326914750039,0,-5.35992887079051e-05,0.0699653948658472,0.17558080095794,0,0.0152611220255494,0.0040326914750039,0,-5.35992887079051e-05,0.0699653948658472,0.17558080095794,0,0.01
8198,-8.42923964228248e-06,-1.03108186522149e-05,0,7.66591752621771e-05,0.314566294776641,-0.0989939790569907,0,-8.42923964228248e-06,-1.03108186522149e-05,0,7.66591752621771e-05,0.314566294776641,-0.0989939790569907,0,0.01
3827,0.0001409327815053,2.23573370021768e-05,0,7.15961343151417e-05,0.0027758612080819,-0.178113415842065,0,0.0001409327815053,2.23573370021768e-05,0,7.15961343151417e-05,0.0027758612080819,-0.178113415842065,0,0.01
12100,0.0049748201854527,0.0144707402214408,0,4.43294056740095e-05,0.456443345176826,0.392336972760934,0,0.0049748201854527,0.0144707402214408,0,4.43294056740095e-05,0.456443345176826,0.392336972760934,0,0.01
2805,-3.2795582228573e-05,4.29246540534223e-07,0,7.29973569098136e-05,0.0879761086241539,-0.196559676114131,0,-3.2795582228573e-05,4.29246540534223e-07,0,7.29973569098136e-05,0.0879761086241539,-0.196559676114131,0,0.01
3529,-3.81108147848863e-05,5.10437484990689e-06,0,7.24474160126411e-05,0.0526336857263798,-0.189133040886012,0,-3.81108147848863e-05,5.10437484990689e-06,0,7.24474160126411e-05,0.0526336857263798,-0.189133040886012,0,0.01
3912,2.16844455280807e-05,6.77938987792004e-06,0,7.15775959858715e-05,0.0027195440307867,-0.187533735404941,0,2.16844455280807e-05,6.77938987792004e-06,0,7.15775959858715e-05,0.0027195440307867,-0.187533735404941,0,0.01
7944,-2.82110486296006e-05,-1.77660185727291e-05,0,7.60427281826958e-05,0.285143017232187,-0.126141638271576,0,-2.82110486296006e-05,-1.77660185727291e-05,0,7.60427281826958e-05,0.285143017232187,-0.126141638271576,0,0.01
4605,0.0046250503510236,0.000744680815842,0,7.15657304257518e-05,0.0140357445833525,-0.0968760327753005,0,0.0046250503510236,0.000744680815842,0,7.15657304257518e-05,0.0140357445833525,-0.0968760327753005,0,0.01
11633,0.004370151553303,0.0086084185168147,0,-3.84578184285079e-05,0.286205489369447,0.376008889099851,0,0.004370151553303,0.0086084185168147,0,-3.84578184285079e-05,0.286205489369447,0.376008889099851,0,0.01
7316,0.0071589541621506,0.0144463153555989,0,3.99573061707158e-05,0.411215862813683,0.333146551250808,0,0.0071589541621506,0.0144463153555989,0,3.99573061707158e-05,0.411215862813683,0.333146551250808,0,0.01
9753,0.0002404654078418,0.0004035108431708,0,8.02529435480779e-05,0.558173814568449,0.168659688937741,0,0.0002404654078418,0.0004035108431708,0,8.02529435480779e-05,0.558173814568449,0.168659688937741,0,0.01
11747,0.000138220610097,0.0001096682535717,0,-4.53187731104969e-05,0.224192260263875,0.365519384449657,0,0.000138220610097,0.0001096682535717,0,-4.53187731104969e-05,0.224192260263875,0.365519384449657,0,0.01
12845,0.0072470470331609,0.0149978473782539,0,-1.75139184416939e-05,0.334315428773614,0.375524022629214,0,0.0072470470331609,0.0149978473782539,0,-1.75139184416939e-05,0.334315428773614,0.375524022629214,0,0.01
1799,0.0161956343799829,0.0024483201559633,0,1.10378227772066e-05,0.000407990698727,0.132093045828989,0,0.0161956343799829,0.0024483201559633,0,1.10378227772066e-05,0.000407990698727,0.132093045828989,0,0.01
2968,-0.0001216354576172,-4.14263340644538e-05,0,7.41123047673796e-05,0.168913492240609,-0.169515426435814,0,-0.0001216354576172,-4.14263340644538e-05,0,7.41123047673796e-05,0.168913492240609,-0.169515426435814,0,0.01
1579,0.0161076560616493,0.0031326948665082,0,4.47485921061374e-05,0.0117486055279662,0.049221128995096,0,0.0161076560616493,0.0031326948665082,0,4.47485921061374e-05,0.0117486055279662,0.049221128995096,0,0.01
487,0.0002474498469382,0.0001495404430897,0,-6.78247962591066e-05,0.132315444765489,0.242322217277257,0,0.0002474498469382,0.0001495404430897,0,-6.78247962591066e-05,0.132315444765489,0.242322217277257,0,0.01
10764,0.0003691322926897,0.0007017094176262,0,8.05089810037626e-05,0.580742081357448,0.222276045150629,0,0.0003691322926897,0.0007017094176262,0,8.05089810037626e-05,0.580742081357448,0.222276045150629,0,0.01
5046,-5.46795963600744e-05,-3.54488474840764e-05,0,7.55002068486842e-05,0.255491955699565,-0.140221148950578,0,-5.46795963600744e-05,-3.54488474840764e-05,0,7.55002068486842e-05,0.255491955699565,-0.140221148950578,0,0.01
3206,0.0009652414591982,0.0002709221153054,0,7.35045289018299e-05,0.113405200548537,-0.13061800526218,0,0.0009652414591982,0.0002709221153054,0,7.35045289018299e-05,0.113405200548537,-0.13061800526218,0,0.01
9264,0.001541715930216,0.0077716601081192,0,6.67349627677306e-05,0.553749868700731,0.394282788434559,0,0.001541715930216,0.0077716601081192,0,6.67349627677306e-05,0.553749868700731,0.394282788434559,0,0.01
8439,0.0006465451442636,0.0002957273973152,0,7.63041495444263e-05,0.278631126456045,-0.0770131668502076,0,0.0006465451442636,0.0002957273973152,0,7.63041495444263e-05,0.278631126456045,-0.0770131668502076,0,0.01
8204,-5.2183404477546e-06,-6.18165631749434e-06,0,7.69220812291549e-05,0.329812664099724,-0.0911909735122297,0,-5.2183404477546e-06,-6.18165631749434e-06,0,7.69220812291549e-05,0.329812664099724,-0.0911909735122297,0,0.01
1498,0.0157858859747648,0.0030495545361191,0,4.83872916212784e-05,0.0106762561756786,0.0393058103157949,0,0.0157858859747648,0.0030495545361191,0,4.83872916212784e-05,0.0106762561756786,0.0393058103157949,0,0.01
12889,0.0013810873497277,0.0028556634206324,0,-4.08201330499578e-05,0.265152881353507,0.397450307573761,0,0.0013810873497277,0.0028556634206324,0,-4.08201330499578e-05,0.265152881353507,0.397450307573761,0,0.01
10107,0.0007039144402369,0.0010138406651094,0,8.01464835028608e-05,0.511416113114368,0.126278081205493,0,0.0007039144402369,0.0010138406651094,0,8.01464835028608e-05,0.511416113114368,0.126278081205493,0,0.01
10886,0.0004686005995608,0.0009721335954964,0,8.06005126986162e-05,0.57990685897612,0.233497770476239,0,0.0004686005995608,0.0009721335954964,0,8.06005126986162e-05,0.57990685897612,0.233497770476239,0,0.01
5579,2.8552842195495e-05,4.635336517822e-05,0,8.00910832290511e-05,0.506223759233108,0.0675506428568455,0,2.8552842195495e-05,4.635336517822e-05,0,8.00910832290511e-05,0.506223759233108,0.0675506428568455,0,0.01
7607,0.0096336929127574,0.0144948167726398,0,2.03439494397184e-05,0.348761997994245,0.290991674428658,0,0.0096336929127574,0.0144948167726398,0,2.03439494397184e-05,0.348761997994245,0.290991674428658,0,0.01
4010,0.0020442218519747,0.0002757205511443,0,7.16054581983719e-05,0.0,-0.131995502286638,0,0.0020442218519747,0.0002757205511443,0,7.16054581983719e-05,0.0,-0.131995502286638,0,0.01
