whole_pipe_index,Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),Pressure (Pa),X (m),Y (m),Z (m),u,v,w,p,x,y,z,average_velocity
115,7.32065818738192e-05,0.0001092449601856,0,-7.34218533901991e-05,0.163665278948442,0.26881102967068,0,7.32065818738192e-05,0.0001092449601856,0,-7.34218533901991e-05,0.163665278948442,0.26881102967068,0,0.01
116,0.0003192130534444,0.0004721744044218,0,-7.3980112424801e-05,0.163934379867222,0.266329557732022,0,0.0003192130534444,0.0004721744044218,0,-7.3980112424801e-05,0.163934379867222,0.266329557732022,0,0.01
117,0.0006817771936766,0.000905868189875,0,-7.45511034711568e-05,0.164185119227546,0.263998238891301,0,0.0006817771936766,0.000905868189875,0,-7.45511034711568e-05,0.164185119227546,0.263998238891301,0,0.01
118,0.001110223121941,0.001386051531881,0,-7.41133180266578e-05,0.16489411262502,0.262352052933699,0,0.001110223121941,0.001386051531881,0,-7.41133180266578e-05,0.16489411262502,0.262352052933699,0,0.01
119,0.0016219348181039,0.001873699715361,0,-7.3412716143691e-05,0.166770277393103,0.261861412499391,0,0.0016219348181039,0.001873699715361,0,-7.3412716143691e-05,0.166770277393103,0.261861412499391,0,0.01
120,0.0024337931536138,0.002594458637759,0,-7.27172241604892e-05,0.168711569584249,0.260286382967609,0,0.0024337931536138,0.002594458637759,0,-7.27172241604892e-05,0.168711569584249,0.260286382967609,0,0.01
121,0.0035288883373141,0.0035181702114641,0,-7.13375723928654e-05,0.171971496415091,0.258829744074645,0,0.0035288883373141,0.0035181702114641,0,-7.13375723928654e-05,0.171971496415091,0.258829744074645,0,0.01
122,0.0056230798363685,0.0052514360286295,0,-6.83768177711934e-05,0.179105027306709,0.25639111879196,0,0.0056230798363685,0.0052514360286295,0,-6.83768177711934e-05,0.179105027306709,0.25639111879196,0,0.01
123,0.0045861466787755,0.0043102889321744,0,-7.07841259462912e-05,0.173426473315289,0.256207407304178,0,0.0045861466787755,0.0043102889321744,0,-7.07841259462912e-05,0.173426473315289,0.256207407304178,0,0.01
124,0.0045838886871933,0.0044022602960467,0,-6.98079599795225e-05,0.175738649096529,0.257807153336935,0,0.0045838886871933,0.0044022602960467,0,-6.98079599795225e-05,0.175738649096529,0.257807153336935,0,0.01
125,8.00336129032075e-05,0.0001243324804818,0,-7.44751400609429e-05,0.162645319335584,0.267096605701539,0,8.00336129032075e-05,0.0001243324804818,0,-7.44751400609429e-05,0.162645319335584,0.267096605701539,0,0.01
126,0.0003631525614764,0.0005282527417875,0,-7.4983886503009e-05,0.162913991320574,0.264614086124686,0,0.0003631525614764,0.0005282527417875,0,-7.4983886503009e-05,0.162913991320574,0.264614086124686,0,0.01
