Unnamed: 0,whole_pipe_index,Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),Pressure (Pa),X (m),Y (m),Z (m),average_velocity,u,v,w,p,x,y,z
13,13,16.9895935058594,24.6460018157959,0,-345.351602668051,0.177941720068095,0.280992713242929,0,20,16.9895935058594,24.6460018157959,0,-345.351602668051,0.177941720068095,0.280992713242929,0
14,14,17.3259258270264,25.0989475250244,0,-334.669000080685,0.180052640475425,0.282582282353448,0,20,17.3259258270264,25.0989475250244,0,-334.669000080685,0.180052640475425,0.282582282353448,0
15,15,19.0290660858154,27.0708961486816,0,-278.913743274585,0.19526701340399,0.28601247998058,0,20,19.0290660858154,27.0708961486816,0,-278.913743274585,0.19526701340399,0.28601247998058,0
16,16,19.1005802154541,27.1000289916992,0,-289.436544507099,0.1923381575781,0.28483349566857,0,20,19.1005802154541,27.1000289916992,0,-289.436544507099,0.1923381575781,0.28483349566857,0
17,17,18.9959621429443,27.003288269043,0,-299.966094312427,0.189419710856421,0.284406274956306,0,20,18.9959621429443,27.003288269043,0,-299.966094312427,0.189419710856421,0.284406274956306,0
18,18,18.7231540679932,26.7363147735596,0,-311.7389907915,0.186176810941397,0.283856191394432,0,20,18.7231540679932,26.7363147735596,0,-311.7389907915,0.186176810941397,0.283856191394432,0
19,19,18.1189613342285,26.0724258422852,0,-322.830119600321,0.183071425799886,0.283561347653664,0,20,18.1189613342285,26.0724258422852,0,-322.830119600321,0.183071425799886,0.283561347653664,0
20,20,19.367467880249,26.9622840881348,0,-271.861880586658,0.19787724283176,0.282575870799357,0,20,19.367467880249,26.9622840881348,0,-271.861880586658,0.19787724283176,0.282575870799357,0
21,21,5.41622972488403,8.84471416473389,0,-358.348042058258,0.171824872509717,0.282526076199959,0,20,5.41622972488403,8.84471416473389,0,-358.348042058258,0.171824872509717,0.282526076199959,0
22,22,10.8361654281616,16.5308837890625,0,-367.862205485375,0.172094033084262,0.28004475618932,0,20,10.8361654281616,16.5308837890625,0,-367.862205485375,0.172094033084262,0.28004475618932,0
23,23,15.9091005325317,23.3375968933105,0,-361.930429755747,0.17486648625942,0.279179743191832,0,20,15.9091005325317,23.3375968933105,0,-361.930429755747,0.17486648625942,0.279179743191832,0
24,24,14.462329864502,21.5456504821777,0,-378.41618971924,0.172223350259822,0.277593232127484,0,20,14.462329864502,21.5456504821777,0,-378.41618971924,0.172223350259822,0.277593232127484,0
25,25,15.8346328735352,23.2433032989502,0,-371.613869783489,0.173627072195518,0.27783896140558,0,20,15.8346328735352,23.2433032989502,0,-371.613869783489,0.173627072195518,0.27783896140558,0
26,26,18.1163196563721,25.8869781494141,0,-343.118422959061,0.179351574497396,0.280059412835557,0,20,18.1163196563721,25.8869781494141,0,-343.118422959061,0.179351574497396,0.280059412835557,0
27,27,17.6470928192139,25.3246250152588,0,-355.041216200413,0.177155873018079,0.278819831957052,0,20,17.6470928192139,25.3246250152588,0,-355.041216200413,0.177155873018079,0.278819831957052,0
28,28,18.7362957000732,26.5600109100342,0,-333.564000525204,0.181700750031116,0.280403797534345,0,20,18.7362957000732,26.5600109100342,0,-333.564000525204,0.181700750031116,0.280403797534345,0
29,29,19.4370079040527,27.1124382019043,0,-284.185623943447,0.194351522703231,0.282363001103706,0,20,19.4370079040527,27.1124382019043,0,-284.185623943447,0.194351522703231,0.282363001103706,0
30,30,19.4996871948242,27.1935329437256,0,-296.806007637066,0.19108483129429,0.281535340555732,0,20,19.4996871948242,27.1935329437256,0,-296.806007637066,0.19108483129429,0.281535340555732,0
31,31,19.4388103485107,27.1763496398926,0,-309.664386797195,0.187817584961586,0.280973489725338,0,20,19.4388103485107,27.1763496398926,0,-309.664386797195,0.187817584961586,0.280973489725338,0
32,32,19.1951484680176,27.0028781890869,0,-322.203763373718,0.184641276674411,0.280671587129264,0,20,19.1951484680176,27.0028781890869,0,-322.203763373718,0.184641276674411,0.280671587129264,0
33,33,19.7194538116455,26.9582633972168,0,-278.47841816805,0.196411747288358,0.279224576135025,0,20,19.7194538116455,26.9582633972168,0,-278.47841816805,0.196411747288358,0.279224576135025,0
34,34,19.6985702514648,26.7041091918945,0,-265.958150392788,0.199956194004095,0.278154653525542,0,20,19.6985702514648,26.7041091918945,0,-265.958150392788,0.199956194004095,0.278154653525542,0
35,35,5.7900857925415,9.47596645355225,0,-368.420243955462,0.170804923439419,0.280811695946659,0,20,5.7900857925415,9.47596645355225,0,-368.420243955462,0.170804923439419,0.280811695946659,0
36,36,11.3066396713257,17.1859016418457,0,-379.084372917599,0.171074083991149,0.278330376005669,0,20,11.3066396713257,17.1859016418457,0,-379.084372917599,0.171074083991149,0.278330376005669,0
37,37,14.9562959671021,22.1727676391602,0,-390.330251068625,0.171281058918934,0.275925408475263,0,20,14.9562959671021,22.1727676391602,0,-390.330251068625,0.171281058918934,0.275925408475263,0
38,38,17.6212387084961,25.2465229034424,0,-368.589883341654,0.175350776570935,0.277004518797139,0,20,17.6212387084961,25.2465229034424,0,-368.589883341654,0.175350776570935,0.277004518797139,0
39,39,16.9883346557617,24.5468845367432,0,-381.844941336455,0.17331834481852,0.275840562302442,0,20,16.9883346557617,24.5468845367432,0,-381.844941336455,0.17331834481852,0.275840562302442,0
40,40,18.7448444366455,26.4095439910889,0,-361.459240048373,0.17729197648821,0.276570853610065,0,20,18.7448444366455,26.4095439910889,0,-361.459240048373,0.17729197648821,0.276570853610065,0
41,41,19.1231880187988,26.7932395935059,0,-348.398239917661,0.179779463038509,0.277530093582491,0,20,19.1231880187988,26.7932395935059,0,-348.398239917661,0.179779463038509,0.277530093582491,0
42,42,19.6468467712402,27.2274169921875,0,-334.423130844839,0.182982909166788,0.277590851262233,0,20,19.6468467712402,27.2274169921875,0,-334.423130844839,0.182982909166788,0.277590851262233,0
43,43,19.8767242431641,27.1211013793945,0,-290.611954806561,0.193325879655996,0.278441791471461,0,20,19.8767242431641,27.1211013793945,0,-290.611954806561,0.193325879655996,0.278441791471461,0
44,44,19.9667911529541,27.2759914398193,0,-305.413938842487,0.189752240683184,0.277878231907694,0,20,19.9667911529541,27.2759914398193,0,-305.413938842487,0.189752240683184,0.277878231907694,0
45,45,19.9190330505371,27.3480796813965,0,-319.896991688533,0.18633173360317,0.277549111910374,0,20,19.9190330505371,27.3480796813965,0,-319.896991688533,0.18633173360317,0.277549111910374,0
46,46,19.9298610687256,26.349048614502,0,-257.119043567558,0.202485636139029,0.273812669232144,0,20,19.9298610687256,26.349048614502,0,-257.119043567558,0.202485636139029,0.273812669232144,0
47,47,20.0860004425049,26.7684535980225,0,-278.136896156194,0.196945721795425,0.275035157145511,0,20,20.0860004425049,26.7684535980225,0,-278.136896156194,0.196945721795425,0.275035157145511,0
48,48,6.20251417160034,10.1431274414062,0,-379.652033926254,0.169784974362471,0.279097315682183,0,20,6.20251417160034,10.1431274414062,0,-379.652033926254,0.169784974362471,0.279097315682183,0
49,49,11.8182744979858,17.9113025665283,0,-391.474939653342,0.170054134914201,0.276615995741193,0,20,11.8182744979858,17.9113025665283,0,-391.474939653342,0.170054134914201,0.276615995741193,0
50,50,16.8423824310303,24.3915195465088,0,-394.507161090639,0.171833310099811,0.274464954682314,0,20,16.8423824310303,24.3915195465088,0,-394.507161090639,0.171833310099811,0.274464954682314,0
51,51,15.4303321838379,22.7459526062012,0,-403.869490588067,0.170224410061439,0.274196853623729,0,20,15.4303321838379,22.7459526062012,0,-403.869490588067,0.170224410061439,0.274196853623729,0
52,52,18.8837051391602,26.4793720245361,0,-375.374175826947,0.175668642156211,0.274798295538292,0,20,18.8837051391602,26.4793720245361,0,-375.374175826947,0.175668642156211,0.274798295538292,0
53,53,18.6404991149902,26.2181396484375,0,-391.009567090707,0.173605975264599,0.273418449029043,0,20,18.6404991149902,26.2181396484375,0,-391.009567090707,0.173605975264599,0.273418449029043,0
54,54,19.7123775482178,27.1936340332031,0,-363.179650508584,0.178277028413831,0.274533764379044,0,20,19.7123775482178,27.1936340332031,0,-363.179650508584,0.178277028413831,0.274533764379044,0
55,55,20.1174430847168,27.4497165679932,0,-347.933892890581,0.181299088430644,0.274658902461418,0,20,20.1174430847168,27.4497165679932,0,-347.933892890581,0.181299088430644,0.274658902461418,0
56,56,20.379545211792,27.4956703186035,0,-331.622597318506,0.184667960098707,0.274443496052552,0,20,20.379545211792,27.4956703186035,0,-331.622597318506,0.184667960098707,0.274443496052552,0
57,57,20.2979755401611,27.0854930877686,0,-297.089392918358,0.192291347202466,0.274744357814536,0,20,20.2979755401611,27.0854930877686,0,-297.089392918358,0.192291347202466,0.274744357814536,0
58,58,20.4482975006104,27.3306903839111,0,-314.793385544295,0.188395112286244,0.274302217798647,0,20,20.4482975006104,27.3306903839111,0,-314.793385544295,0.188395112286244,0.274302217798647,0
59,59,20.4964618682861,26.7772350311279,0,-288.056903948797,0.194742367194719,0.271738729538343,0,20,20.4964618682861,26.7772350311279,0,-288.056903948797,0.194742367194719,0.271738729538343,0
60,60,20.4091739654541,26.3878955841064,0,-270.3535879994,0.199066228529136,0.270305392514655,0,20,20.4091739654541,26.3878955841064,0,-270.3535879994,0.199066228529136,0.270305392514655,0
61,61,6.64330244064331,10.8636016845703,0,-392.156876926407,0.168765025285524,0.277382935417707,0,20,6.64330244064331,10.8636016845703,0,-392.156876926407,0.168765025285524,0.277382935417707,0
62,62,12.3443746566772,18.6509113311768,0,-405.663552976237,0.169034185837254,0.274901615476717,0,20,12.3443746566772,18.6509113311768,0,-405.663552976237,0.169034185837254,0.274901615476717,0
63,63,17.6463203430176,25.2379322052002,0,-408.178331294948,0.171182988566933,0.272637387946737,0,20,17.6463203430176,25.2379322052002,0,-408.178331294948,0.171182988566933,0.272637387946737,0
64,64,16.0785446166992,23.5341815948486,0,-420.561877120353,0.169261671103439,0.27240302718766,0,20,16.0785446166992,23.5341815948486,0,-420.561877120353,0.169261671103439,0.27240302718766,0
65,65,19.4769687652588,26.9480247497559,0,-406.117725111678,0.172952051716997,0.271144433871646,0,20,19.4769687652588,26.9480247497559,0,-406.117725111678,0.172952051716997,0.271144433871646,0
66,66,19.9728164672852,27.3378677368164,0,-382.860793120084,0.176040992991838,0.272204935794923,0,20,19.9728164672852,27.3378677368164,0,-382.860793120084,0.176040992991838,0.272204935794923,0
67,67,20.6024837493896,27.6647567749023,0,-364.251352531908,0.179471179244556,0.271863926136586,0,20,20.6024837493896,27.6647567749023,0,-364.251352531908,0.179471179244556,0.271863926136586,0
68,68,20.8582096099854,27.6479511260986,0,-346.737228336748,0.182647670399165,0.271508561161347,0,20,20.8582096099854,27.6479511260986,0,-346.737228336748,0.182647670399165,0.271508561161347,0
69,69,20.89084815979,27.4101219177246,0,-327.411303948252,0.186392495346554,0.271329379799244,0,20,20.89084815979,27.4101219177246,0,-327.411303948252,0.186392495346554,0.271329379799244,0
70,70,20.7845325469971,27.0371761322021,0,-305.976555961071,0.19087962489846,0.270834466748484,0,20,20.7845325469971,27.0371761322021,0,-305.976555961071,0.19087962489846,0.270834466748484,0
71,71,20.9034576416016,26.5986843109131,0,-290.946460833207,0.19430639180391,0.267855441262629,0,20,20.9034576416016,26.5986843109131,0,-290.946460833207,0.19430639180391,0.267855441262629,0
72,72,7.12709808349609,11.6423816680908,0,-406.461838042546,0.167745076208577,0.275668555153231,0,20,7.12709808349609,11.6423816680908,0,-406.461838042546,0.167745076208577,0.275668555153231,0
73,73,12.9422388076782,19.4456176757812,0,-421.793182681575,0.168014236756982,0.273187235206652,0,20,12.9422388076782,19.4456176757812,0,-421.793182681575,0.168014236756982,0.273187235206652,0
74,74,16.5448970794678,24.0934352874756,0,-439.057134268841,0.168213641139121,0.270718907062897,0,20,16.5448970794678,24.0934352874756,0,-439.057134268841,0.168213641139121,0.270718907062897,0
75,75,18.5495681762695,26.1326465606689,0,-427.636806287134,0.17025739900018,0.270396169264455,0,20,18.5495681762695,26.1326465606689,0,-427.636806287134,0.17025739900018,0.270396169264455,0
76,76,20.9083232879639,27.8388404846191,0,-381.210072133069,0.177457689044527,0.269965887156445,0,20,20.9083232879639,27.8388404846191,0,-381.210072133069,0.177457689044527,0.269965887156445,0
77,77,20.6952533721924,27.7759647369385,0,-400.651804688223,0.174823703717696,0.269442729344349,0,20,20.6952533721924,27.7759647369385,0,-400.651804688223,0.174823703717696,0.269442729344349,0
78,78,20.4319934844971,27.6438274383545,0,-423.094420013336,0.17224388897872,0.268614197427726,0,20,20.4319934844971,27.6438274383545,0,-423.094420013336,0.17224388897872,0.268614197427726,0
79,79,21.4089984893799,27.8294429779053,0,-366.846643558972,0.180228948467542,0.268449055652493,0,20,21.4089984893799,27.8294429779053,0,-366.846643558972,0.180228948467542,0.268449055652493,0
80,80,21.1718788146973,27.2103443145752,0,-322.856467758475,0.187718605556254,0.268796222206953,0,20,21.1718788146973,27.2103443145752,0,-322.856467758475,0.187718605556254,0.268796222206953,0
81,81,21.3528518676758,27.5391464233398,0,-344.019622094651,0.183943906384464,0.268629015231662,0,20,21.3528518676758,27.5391464233398,0,-344.019622094651,0.183943906384464,0.268629015231662,0
82,82,21.2789039611816,26.8688583374023,0,-311.280260674912,0.190175134309251,0.266650727121919,0,20,21.2789039611816,26.8688583374023,0,-311.280260674912,0.190175134309251,0.266650727121919,0
83,83,21.473913192749,26.4757900238037,0,-300.429496465396,0.192339610693098,0.263515198824053,0,20,21.473913192749,26.4757900238037,0,-300.429496465396,0.192339610693098,0.263515198824053,0
84,84,7.6546049118042,12.5015707015991,0,-422.690307638068,0.166725127128304,0.273954174883166,0,20,7.6546049118042,12.5015707015991,0,-422.690307638068,0.166725127128304,0.273954174883166,0
85,85,13.5690479278564,20.3079700469971,0,-440.548965018518,0.166994287667711,0.271472854942768,0,20,13.5690479278564,20.3079700469971,0,-440.548965018518,0.166994287667711,0.271472854942768,0
86,86,17.1129264831543,24.7208232879639,0,-460.976461344622,0.167076273722625,0.268952648001518,0,20,17.1129264831543,24.7208232879639,0,-460.976461344622,0.167076273722625,0.268952648001518,0
87,87,18.4183902740479,26.0550670623779,0,-449.044736606228,0.168511479787986,0.268987077422563,0,20,18.4183902740479,26.0550670623779,0,-449.044736606228,0.168511479787986,0.268987077422563,0
88,88,20.120719909668,27.4559555053711,0,-447.438420243425,0.169884629029336,0.26762773268128,0,20,20.120719909668,27.4559555053711,0,-447.438420243425,0.169884629029336,0.26762773268128,0
89,89,21.4447746276855,28.2059860229492,0,-438.888256562603,0.171783151999356,0.266037552044835,0,20,21.4447746276855,28.2059860229492,0,-438.888256562603,0.171783151999356,0.266037552044835,0
90,90,21.599723815918,28.0350036621094,0,-391.288304034698,0.177076517195404,0.267282150869525,0,20,21.599723815918,28.0350036621094,0,-391.288304034698,0.177076517195404,0.267282150869525,0
91,91,21.6036415100098,28.1659832000732,0,-413.617363247613,0.174451343179893,0.266575166728408,0,20,21.6036415100098,28.1659832000732,0,-413.617363247613,0.174451343179893,0.266575166728408,0
92,92,22.0485057830811,27.8598480224609,0,-377.72318997996,0.179389225242265,0.265343629420624,0,20,22.0485057830811,27.8598480224609,0,-377.72318997996,0.179389225242265,0.265343629420624,0
93,93,21.8912944793701,27.5672416687012,0,-357.207695948812,0.182368087332273,0.265573006627358,0,20,21.8912944793701,27.5672416687012,0,-357.207695948812,0.182368087332273,0.265573006627358,0
94,94,21.8585472106934,26.8155288696289,0,-323.830962844517,0.187997792868016,0.262969672331187,0,20,21.8585472106934,26.8155288696289,0,-323.830962844517,0.187997792868016,0.262969672331187,0
95,95,21.5987854003906,27.220235824585,0,-334.13295855478,0.186065436508151,0.266070835404877,0,20,21.5987854003906,27.220235824585,0,-334.13295855478,0.186065436508151,0.266070835404877,0
96,96,8.23369789123535,13.4362983703613,0,-441.467949405663,0.165705178045741,0.272239794615338,0,20,8.23369789123535,13.4362983703613,0,-441.467949405663,0.165705178045741,0.272239794615338,0
97,97,14.2376050949097,21.2141971588135,0,-462.473616764309,0.165974338179328,0.269758473777391,0,20,14.2376050949097,21.2141971588135,0,-462.473616764309,0.165974338179328,0.269758473777391,0
98,98,17.4452037811279,25.0926303863525,0,-483.916040517056,0.165961036081145,0.267458055156769,0,20,17.4452037811279,25.0926303863525,0,-483.916040517056,0.165961036081145,0.267458055156769,0
99,99,19.3048934936523,26.849946975708,0,-476.667261452798,0.167362026574091,0.266844294687342,0,20,19.3048934936523,26.849946975708,0,-476.667261452798,0.167362026574091,0.266844294687342,0
100,100,21.1729145050049,28.1449527740479,0,-471.009499002922,0.169111542103389,0.26522634924207,0,20,21.1729145050049,28.1449527740479,0,-471.009499002922,0.169111542103389,0.26522634924207,0
101,101,22.3646640777588,28.3678894042969,0,-426.922704086305,0.173847503229258,0.264141908035934,0,20,22.3646640777588,28.3678894042969,0,-426.922704086305,0.173847503229258,0.264141908035934,0
102,102,22.4310245513916,28.5551357269287,0,-454.417313908657,0.171383037410038,0.26351517291868,0,20,22.4310245513916,28.5551357269287,0,-454.417313908657,0.171383037410038,0.26351517291868,0
103,103,22.4656810760498,28.0647125244141,0,-400.042607490615,0.176907281047892,0.263787178671903,0,20,22.4656810760498,28.0647125244141,0,-400.042607490615,0.176907281047892,0.263787178671903,0
104,104,22.2081718444824,27.1752490997314,0,-347.519840563744,0.184130163759308,0.262600239726737,0,20,22.2081718444824,27.1752490997314,0,-347.519840563744,0.184130163759308,0.262600239726737,0
105,105,22.4982967376709,27.5777072906494,0,-372.45350134271,0.180555555688645,0.26254309719864,0,20,22.4982967376709,27.5777072906494,0,-372.45350134271,0.180555555688645,0.26254309719864,0
106,106,8.86260890960693,14.4748334884644,0,-463.197519379211,0.164685228975976,0.270525414108273,0,20,8.86260890960693,14.4748334884644,0,-463.197519379211,0.164685228975976,0.270525414108273,0
107,107,15.0110883712769,22.2043933868408,0,-486.620894624314,0.164954384169147,0.268044080192014,0,20,15.0110883712769,22.2043933868408,0,-486.620894624314,0.164954384169147,0.268044080192014,0
108,108,18.5955810546875,26.2770538330078,0,-508.872757606801,0.165248674745067,0.265753800561915,0,20,18.5955810546875,26.2770538330078,0,-508.872757606801,0.165248674745067,0.265753800561915,0
109,109,20.7111225128174,27.9327964782715,0,-509.607007700606,0.166459561644882,0.264318094272238,0,20,20.7111225128174,27.9327964782715,0,-509.607007700606,0.166459561644882,0.264318094272238,0
110,110,22.4288635253906,28.7066879272461,0,-490.721472906187,0.168699229644429,0.2628078629907,0,20,22.4288635253906,28.7066879272461,0,-490.721472906187,0.168699229644429,0.2628078629907,0
111,111,23.2935390472412,28.698766708374,0,-465.605884503678,0.171012252822862,0.261322706026002,0,20,23.2935390472412,28.698766708374,0,-465.605884503678,0.171012252822862,0.261322706026002,0
112,112,23.2110118865967,28.2487297058105,0,-428.178476037614,0.174400221368037,0.261233960931114,0,20,23.2110118865967,28.2487297058105,0,-428.178476037614,0.174400221368037,0.261233960931114,0
113,113,22.8773059844971,27.1071300506592,0,-363.097216463519,0.181959326355957,0.259223197752321,0,20,22.8773059844971,27.1071300506592,0,-363.097216463519,0.181959326355957,0.259223197752321,0
114,114,23.1047477722168,27.6757888793945,0,-393.689164746488,0.178140846680878,0.260226801081287,0,20,23.1047477722168,27.6757888793945,0,-393.689164746488,0.178140846680878,0.260226801081287,0
115,115,9.53682899475098,15.6204652786255,0,-488.096496041599,0.163665278948442,0.26881102967068,0,20,9.53682899475098,15.6204652786255,0,-488.096496041599,0.163665278948442,0.26881102967068,0
116,116,15.890645980835,23.2947959899902,0,-515.975302385093,0.163934379867222,0.266329557732022,0,20,15.890645980835,23.2947959899902,0,-515.975302385093,0.163934379867222,0.266329557732022,0
117,117,19.5027942657471,27.1407947540283,0,-544.522242838874,0.164185119227546,0.263998238891301,0,20,19.5027942657471,27.1407947540283,0,-544.522242838874,0.164185119227546,0.263998238891301,0
118,118,21.5653953552246,28.5369186401367,0,-553.159019800106,0.16489411262502,0.262352052933699,0,20,21.5653953552246,28.5369186401367,0,-553.159019800106,0.16489411262502,0.262352052933699,0
119,119,22.6128215789795,28.8906021118164,0,-525.37747912959,0.166770277393103,0.261861412499391,0,20,22.6128215789795,28.8906021118164,0,-525.37747912959,0.166770277393103,0.261861412499391,0
120,120,23.7118854522705,28.9684104919434,0,-501.312659921057,0.168711569584249,0.260286382967609,0,20,23.7118854522705,28.9684104919434,0,-501.312659921057,0.168711569584249,0.260286382967609,0
121,121,24.0744762420654,28.3878059387207,0,-458.622032582112,0.171971496415091,0.258829744074645,0,20,24.0744762420654,28.3878059387207,0,-458.622032582112,0.171971496415091,0.258829744074645,0
122,122,23.6270732879639,27.1066150665283,0,-384.628443836485,0.179105027306709,0.25639111879196,0,20,23.6270732879639,27.1066150665283,0,-384.628443836485,0.179105027306709,0.25639111879196,0
123,123,24.4831809997559,27.8325710296631,0,-440.582064893489,0.173426473315289,0.256207407304178,0,20,24.4831809997559,27.8325710296631,0,-440.582064893489,0.173426473315289,0.256207407304178,0
124,124,23.8273735046387,27.7305564880371,0,-416.875391296614,0.175738649096529,0.257807153336935,0,20,23.8273735046387,27.7305564880371,0,-416.875391296614,0.175738649096529,0.257807153336935,0
125,125,10.3419218063354,16.877477645874,0,-517.999068227946,0.162645319335584,0.267096605701539,0,20,10.3419218063354,16.877477645874,0,-517.999068227946,0.162645319335584,0.267096605701539,0
126,126,16.8643951416016,24.4651298522949,0,-554.194986991285,0.162913991320574,0.264614086124686,0,20,16.8643951416016,24.4651298522949,0,-554.194986991285,0.162913991320574,0.264614086124686,0
127,127,20.6074714660645,28.0068817138672,0,-588.513973954076,0.163078125436092,0.262220490852601,0,20,20.6074714660645,28.0068817138672,0,-588.513973954076,0.163078125436092,0.262220490852601,0
128,128,22.732816696167,29.1789588928223,0,-591.887695169657,0.163791121246735,0.260545895617788,0,20,22.732816696167,29.1789588928223,0,-591.887695169657,0.163791121246735,0.260545895617788,0
129,129,23.9594459533691,29.2532634735107,0,-550.280531442838,0.166076597375581,0.259663952974781,0,20,23.9594459533691,29.2532634735107,0,-550.280531442838,0.166076597375581,0.259663952974781,0
130,130,24.7353267669678,28.830982208252,0,-508.417238930167,0.168585652891292,0.257911306348756,0,20,24.7353267669678,28.830982208252,0,-508.417238930167,0.168585652891292,0.257911306348756,0
131,131,25.0628261566162,28.1935482025146,0,-477.425177898602,0.170535518320779,0.255960255738233,0,20,25.0628261566162,28.1935482025146,0,-477.425177898602,0.170535518320779,0.255960255738233,0
132,132,25.151876449585,27.5792980194092,0,-450.418623357045,0.172216229469729,0.253920675080443,0,20,25.151876449585,27.5792980194092,0,-450.418623357045,0.172216229469729,0.253920675080443,0
133,133,24.5685749053955,27.0967102050781,0,-412.500914271909,0.175670952695617,0.253683394089033,0,20,24.5685749053955,27.0967102050781,0,-412.500914271909,0.175670952695617,0.253683394089033,0
134,134,11.3215818405151,18.3750457763672,0,-557.654042094372,0.16162528222672,0.265381891226076,0,20,11.3215818405151,18.3750457763672,0,-557.654042094372,0.16162528222672,0.265381891226076,0
135,135,18.0398731231689,25.7361354827881,0,-598.692426117874,0.161891471433221,0.26289360098108,0,20,18.0398731231689,25.7361354827881,0,-598.692426117874,0.161891471433221,0.26289360098108,0
136,136,22.0695304870605,28.9412078857422,0,-642.405678536389,0.162027017314494,0.2604686162305,0,20,22.0695304870605,28.9412078857422,0,-642.405678536389,0.162027017314494,0.2604686162305,0
137,137,24.6857681274414,29.4975166320801,0,-589.308789366395,0.1644909500763,0.258526836517366,0,20,24.6857681274414,29.4975166320801,0,-589.308789366395,0.1644909500763,0.258526836517366,0
138,138,24.1745452880859,29.6692943572998,0,-641.23137555237,0.162630946283485,0.258914103243911,0,20,24.1745452880859,29.6692943572998,0,-641.23137555237,0.162630946283485,0.258914103243911,0
139,139,25.7660903930664,28.4869861602783,0,-516.853511557313,0.167930426192233,0.255327261970419,0,20,25.7660903930664,28.4869861602783,0,-516.853511557313,0.167930426192233,0.255327261970419,0
140,140,25.6224822998047,29.0849151611328,0,-557.286027854053,0.166016483719256,0.256782651429082,0,20,25.6224822998047,29.0849151611328,0,-557.286027854053,0.166016483719256,0.256782651429082,0
141,141,25.6392955780029,26.9520435333252,0,-440.706896245202,0.172172376997055,0.251067106082274,0,20,25.6392955780029,26.9520435333252,0,-440.706896245202,0.172172376997055,0.251067106082274,0
142,142,26.1150016784668,27.6815223693848,0,-487.756791220607,0.169053242841576,0.252714629495556,0,20,26.1150016784668,27.6815223693848,0,-487.756791220607,0.169053242841576,0.252714629495556,0
143,143,12.5203580856323,20.0746650695801,0,-603.424480599079,0.160604787754505,0.263665650352104,0,20,12.5203580856323,20.0746650695801,0,-603.424480599079,0.160604787754505,0.263665650352104,0
144,144,19.4482231140137,27.1348934173584,0,-652.385973754118,0.160860421624125,0.261154347623537,0,20,19.4482231140137,27.1348934173584,0,-652.385973754118,0.160860421624125,0.261154347623537,0
145,145,24.0637130737305,29.8997898101807,0,-715.280233750526,0.160919606897288,0.258688755515138,0,20,24.0637130737305,29.8997898101807,0,-715.280233750526,0.160919606897288,0.258688755515138,0
146,146,25.8809242248535,29.5319709777832,0,-621.38780070321,0.163439483532256,0.257058919608534,0,20,25.8809242248535,29.5319709777832,0,-621.38780070321,0.163439483532256,0.257058919608534,0
