whole_pipe_index,Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),Pressure (Pa),X (m),Y (m),Z (m),u,v,w,p,x,y,z,average_velocity
1807,0.179926857352257,0.0236505940556526,0,0.0053925285957601,0.0070487912361036,0.12057358942403,0,0.179926857352257,0.0236505940556526,0,0.0053925285957601,0.0070487912361036,0.12057358942403,0,0.1
63,-0.0041189799085259,-0.006136271636933,0,-0.0025445084812771,0.171182988566933,0.272637387946737,0,-0.0041189799085259,-0.006136271636933,0,-0.0025445084812771,0.171182988566933,0.272637387946737,0,0.1
7247,-0.0017873919568955,-0.0028969703707844,0,-0.0024382913092604,0.192546065966664,0.311916994426111,0,-0.0017873919568955,-0.0028969703707844,0,-0.0024382913092604,0.192546065966664,0.311916994426111,0,0.1
6027,-0.007332423236221,-0.0115740392357111,0,0.0120221038685485,0.450972172653748,0.0017720909861473,0,-0.007332423236221,-0.0115740392357111,0,0.0120221038685485,0.450972172653748,0.0017720909861473,0,0.1
5852,-0.0053271055221557,-0.0087479054927825,0,0.0120837994904245,0.466525600774468,0.0061418944772981,0,-0.0053271055221557,-0.0087479054927825,0,0.0120837994904245,0.466525600774468,0.0061418944772981,0,0.1
5770,0.0022506911773234,-0.0006639452767558,0,0.0125752761220936,0.499480633764575,0.0904891116810009,0,0.0022506911773234,-0.0006639452767558,0,0.0125752761220936,0.499480633764575,0.0904891116810009,0,0.1
12569,0.0892460867762566,0.172952055931091,0,0.0026079191977455,0.380106089714037,0.390777404816712,0,0.0892460867762566,0.172952055931091,0,0.0026079191977455,0.380106089714037,0.390777404816712,0,0.1
10115,0.0098598320037126,0.0090955449268221,0,0.0127387500231649,0.512528907887952,0.136095439087485,0,0.0098598320037126,0.0090955449268221,0,0.0127387500231649,0.512528907887952,0.136095439087485,0,0.1
1743,0.170598536729813,0.0239805858582258,0,0.0072699098443157,0.0,0.0779999999911525,0,0.170598536729813,0.0239805858582258,0,0.0072699098443157,0.0,0.0779999999911525,0,0.1
12177,0.0711913630366325,0.165563866496086,0,0.0056550806426579,0.429768514582944,0.401596472262518,0,0.0711913630366325,0.165563866496086,0,0.0056550806426579,0.429768514582944,0.401596472262518,0,0.1
7744,0.153774306178093,0.124813303351402,0,-0.0004677465738154,0.237597412326189,0.263256065164701,0,0.153774306178093,0.124813303351402,0,-0.0004677465738154,0.237597412326189,0.263256065164701,0,0.1
7810,0.0,0.0,0,-0.0024598071878978,0.181508719401123,0.29997665467062,0,0.0,0.0,0,-0.0024598071878978,0.181508719401123,0.29997665467062,0,0.1
6492,-0.0074182245880365,-0.0044182054698467,0,0.0117339986870945,0.392705267613181,-0.0632935543630607,0,-0.0074182245880365,-0.0044182054698467,0,0.0117339986870945,0.392705267613181,-0.0632935543630607,0,0.1
6760,0.0384932607412338,0.0299379602074623,0,0.0122477892830107,0.423860256295101,0.121503658494544,0,0.0384932607412338,0.0299379602074623,0,0.0122477892830107,0.423860256295101,0.121503658494544,0,0.1
379,0.173601716756821,0.0235892161726952,0,0.0066585368902355,0.0,0.093999820104669,0,0.173601716756821,0.0235892161726952,0,0.0066585368902355,0.0,0.093999820104669,0,0.1
10981,0.0077244653366506,0.019434854388237,0,0.0131946089737875,0.588656196198589,0.253566663756809,0,0.0077244653366506,0.019434854388237,0,0.0131946089737875,0.588656196198589,0.253566663756809,0,0.1
10811,0.0008986396132968,0.0025878979358822,0,0.0132232927316289,0.604463333304831,0.246736032543325,0,0.0008986396132968,0.0025878979358822,0,0.0132232927316289,0.604463333304831,0.246736032543325,0,0.1
