Wall time,Step,Value
1734357346.984521,0,1.0594019889831543
1734357370.3648474,1000,0.5666906237602234
1734357382.9988408,2000,0.49063217639923096
1734357395.5883071,3000,0.4334806203842163
1734357408.6205587,4000,0.41073301434516907
1734357421.1100712,5000,0.3729962408542633
1734357433.6498928,6000,0.3445226848125458
1734357446.6419482,7000,0.3341505527496338
1734357459.2132902,8000,0.33158078789711
1734357471.7509754,9000,0.34040966629981995
1734357484.8680148,10000,0.3311249613761902
1734357497.387881,11000,0.3238362669944763
1734357509.946917,12000,0.31750568747520447
1734357522.468635,13000,0.3151407539844513
1734357535.560859,14000,0.3135763704776764
1734357548.1299837,15000,0.3128947615623474
1734357560.6502247,16000,0.31266114115715027
1734357573.5890977,17000,0.3144989311695099
1734357586.1306865,18000,0.31034815311431885
1734357598.6515417,19000,0.3057132065296173
1734357611.5048788,20000,0.3084997832775116
1734357624.5795221,21000,0.30333489179611206
1734357637.2195506,22000,0.29724377393722534
1734357649.7708619,23000,0.2936520576477051
1734357675.5495484,25000,0.28165340423583984
1734357688.1014595,26000,0.2715069651603699
1734357700.6147132,27000,0.2573944330215454
1734357713.7417817,28000,0.2395162731409073
1734357726.2927477,29000,0.22163079679012299
1734357738.902674,30000,0.21223430335521698
1734357751.977679,31000,0.2070745825767517
1734357764.5233016,32000,0.20465640723705292
1734357777.105013,33000,0.33870166540145874
1734357789.9428003,34000,0.26745063066482544
1734357803.0423572,35000,0.23395009338855743
1734357815.6462634,36000,0.20588472485542297
1734357828.2336595,37000,0.24516774713993073
1734357841.2388713,38000,0.20150107145309448
1734357853.8099446,39000,0.19008639454841614
1734357866.3814433,40000,0.18034332990646362
1734357878.956516,41000,0.24754396080970764
1734357892.1490312,42000,0.1713569313287735
1734357904.6764016,43000,0.16565491259098053
1734357917.246486,44000,0.15737079083919525
1734357930.183647,45000,0.15022467076778412
1734357942.7677948,46000,0.14163506031036377
1734357955.3283262,47000,0.1356460452079773
1734357967.935783,48000,0.13060984015464783
1734357981.039625,49000,0.12651626765727997
1734357993.6463158,50000,0.12254584580659866
1734358006.1763558,51000,0.12145648151636124
1734358019.1888845,52000,0.11855785548686981
1734358031.773386,53000,0.11865939944982529
1734358044.3056364,54000,0.11624318361282349
1734358056.8355992,55000,0.12247224897146225
1734358069.9635847,56000,0.1149856373667717
1734358082.512447,57000,0.11372982710599899
1734358095.0874038,58000,0.11370493471622467
1734358108.0822287,59000,0.1129188984632492
1734358120.7179453,60000,0.11237405985593796
1734358133.2709253,61000,0.11188063025474548
1734358145.8585227,62000,0.11153925955295563
1734358158.8953784,63000,0.11089938879013062
1734358171.454334,64000,0.11108619719743729
1734358184.0290463,65000,0.11096005886793137
1734358197.1213696,66000,0.2631042003631592
1734358209.6815019,67000,0.22013404965400696
1734358222.2222536,68000,0.1374262124300003
1734358234.7632654,69000,0.13320131599903107
1734358248.056361,70000,0.12518148124217987
1734358260.6324809,71000,0.14618279039859772
1734358273.1699398,72000,0.13106663525104523
1734358286.14512,73000,0.1289643794298172
1734358298.7386262,74000,0.12019483745098114
1734358311.2996206,75000,0.11319342255592346
1734358324.4109147,76000,0.17210157215595245
1734358336.9870832,77000,0.10800154507160187
1734358349.6078687,78000,0.10415823012590408
1734358362.173036,79000,0.10052137821912766
1734358375.2549047,80000,0.09918195754289627
1734358387.796745,81000,0.09551500529050827
1734358400.3268,82000,0.09130946546792984
1734358413.3198452,83000,0.09380690008401871
1734358425.938174,84000,0.09000039845705032
1734358438.5079544,85000,0.0875195637345314
1734358451.1065426,86000,0.08751675486564636
1734358464.1450005,87000,0.08526751399040222
1734358476.7826138,88000,0.08288506418466568
1734358489.372152,89000,0.08415381610393524
1734358501.9384031,90000,0.08140511810779572
1734358514.9475033,91000,0.07915409654378891
1734358527.5439246,92000,0.07765776664018631
1734358540.0293043,93000,0.07756395637989044
1734358553.0614102,94000,0.07672271132469177
1734358565.6437812,95000,0.07572203874588013
1734358578.2364368,96000,0.07552844285964966
1734358591.2380743,97000,0.07495695352554321
1734358603.8811452,98000,0.07407619059085846
1734358616.4469647,99000,0.07442811131477356
1734358629.1209204,100000,0.071660116314888
1734358642.1809702,101000,0.07239282131195068
1734358654.7101734,102000,0.0711318626999855
1734358667.2257903,103000,0.07044826447963715
1734358680.206195,104000,0.06937026232481003
1734358692.7297757,105000,0.06927710771560669
1734358705.323222,106000,0.06902094185352325
1734358718.332397,107000,0.06870396435260773
1734358730.9083543,108000,0.06748505681753159
1734358743.453613,109000,0.06735748797655106
1734358756.0944188,110000,0.06701713055372238
1734358769.204201,111000,0.06660909205675125
1734358781.721676,112000,0.06617213785648346
1734358794.188506,113000,0.06612339615821838
1734358807.241793,114000,0.06577392667531967
1734358820.0487761,115000,0.06556334346532822
1734358832.6847682,116000,0.06557335704565048
1734358845.2499611,117000,0.0650252252817154
1734358858.3786316,118000,0.0645650327205658
1734358870.9201996,119000,0.06433446705341339
1734358883.49095,120000,0.06435342133045197
1734358896.49627,121000,0.06366007030010223
1734358909.0794148,122000,0.06360028684139252
1734358921.6422353,123000,0.06354231387376785
1734358934.4745257,124000,0.0633164495229721
1734358947.466223,125000,0.06340621411800385
1734358960.0360677,126000,0.063011035323143
1734358972.5557778,127000,0.06309797614812851
1734358985.606737,128000,0.06313643604516983
1734358998.1358812,129000,0.06301770359277725
1734359010.78932,130000,0.06297066062688828
1734359023.264545,131000,0.06298317760229111
1734359036.5710635,132000,0.07652729749679565
1734359049.059742,133000,0.07011143863201141
1734359061.6565638,134000,0.07277661561965942
1734359074.611362,135000,0.06984807550907135
1734359087.185073,136000,0.06840984523296356
1734359099.70272,137000,0.06653710454702377
1734359112.334877,138000,0.06833240389823914
1734359125.4437253,139000,0.06591521948575974
1734359137.9575026,140000,0.06499035656452179
1734359150.4299564,141000,0.06666570156812668
1734359163.4302495,142000,0.06416117399930954
1734359176.0127194,143000,0.06553632766008377
1734359188.6003969,144000,0.06340529024600983
1734359201.1424053,145000,0.06225565820932388
1734359214.3706253,146000,0.06726428866386414
1734359226.9667716,147000,0.06274976581335068
1734359239.475721,148000,0.06301070004701614
1734359252.4289517,149000,0.06157589703798294
1734359265.0404398,150000,0.06183483451604843
1734359277.6149743,151000,0.06077631562948227
1734359290.2393842,152000,0.06206925958395004
1734359303.3391626,153000,0.06036487594246864
1734359315.8861074,154000,0.062738336622715
1734359328.3492563,155000,0.05949344485998154
1734359341.3743782,156000,0.05816052854061127
1734359353.9413736,157000,0.05759602412581444
1734359366.5488749,158000,0.0572223961353302
1734359379.120457,159000,0.05914561077952385
1734359392.2519577,160000,0.0568842813372612
1734359404.8189552,161000,0.05570688471198082
1734359417.4180803,162000,0.055032532662153244
1734359430.4858992,163000,0.054122816771268845
1734359443.0454695,164000,0.052580833435058594
1734359455.5167522,165000,0.05558422952890396
1734359468.08467,166000,0.05325450003147125
1734359481.2335851,167000,0.051811814308166504
1734359493.8456666,168000,0.05347157642245293
1734359506.386817,169000,0.05184607207775116
1734359518.9908745,170000,0.050968021154403687
1734359532.1762578,171000,0.04967760294675827
1734359544.8285491,172000,0.049465540796518326
1734359557.3369255,173000,0.05010370537638664
1734359570.3124661,174000,0.04925960302352905
1734359582.833045,175000,0.047528378665447235
1734359595.4315596,176000,0.048564739525318146
1734359608.4631124,177000,0.047805026173591614
1734359621.1023338,178000,0.04719540849328041
1734359633.6643734,179000,0.04738553985953331
1734359646.2588522,180000,0.04584336653351784
1734359659.3682308,181000,0.04650402441620827
1734359672.0464823,182000,0.04564136639237404
1734359684.5339794,183000,0.04694738611578941
1734359697.4973745,184000,0.045964501798152924
1734359710.0559783,185000,0.04503928869962692
1734359722.6928039,186000,0.054643478244543076
1734359735.2596695,187000,0.05172544717788696
1734359748.4023147,188000,0.04984515160322189
