Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),X (m),Y (m),Z (m)
-0.0060122199055748695,0.0013359392581092908,-0.0002144100726582,-0.5171922190839022,0.06420543697125501,0.0628341890587759
-0.019101057179805595,0.00397460148704848,-0.0010067409602925,-0.516882845114694,0.06543106734589609,0.0617967910927107
-0.005745728504613557,0.0013411839339723963,-0.0001623660791665,-0.5430938542888035,0.0647717980693844,0.0550271271140688
-0.03308467995171395,0.0071148935138197035,-0.0020893078763037,-0.5325679913602073,0.06519975291002895,0.0530285521942057
-0.00538368296165178,0.001326782525767232,-8.418138895649464e-05,-0.5845092073783064,0.0657859839900092,0.0379035095444023
-0.01749747258751059,0.004169673497081588,-0.0006700683734379,-0.5586546002396436,0.06503331223663382,0.0459193047641485
-0.05000224820102263,0.010216132743529968,-0.0044312658719718,-0.5222951167293479,0.06462545528023583,0.0517206671479567
-0.015884184330363885,0.003987268433653766,0.000167086298461,-0.5743437284743592,0.06478625915979702,-0.0373017084650019
-0.004959827833460467,0.0012573817822699024,2.7300937290419824e-05,-0.5845073047507312,0.06579355886372822,-0.0379273814176133
-0.031715352503804646,0.007199101498323968,-0.001780693186447,-0.5484372803024312,0.06423892824467772,0.0449943873937688
-0.01701518122070854,0.004069652291222115,-0.0005599625292234,-0.5743456355292376,0.06477866702188617,0.0372777252159827
-0.030409688434448825,0.00726751321021304,-0.001272948924452,-0.564108166410918,0.06406410641947756,0.0365268761979388
-0.02837098004760622,0.007045743812033903,0.0006302169640548,-0.5641062664693313,0.064071665889606,-0.036550830580781
-0.01465301034346357,0.0037258986537023896,-8.810537110548466e-06,-0.5898190512424217,0.0653862427915434,-0.0283643231861015
-0.004575608706065282,0.001168436894915964,-5.3415809816215194e-05,-0.6052972816468579,0.06524602273610117,-0.0194482977035322
-0.014182239681235978,0.0035744257307147075,-7.671179628232494e-05,-0.5951207820770609,0.06433182624779615,-0.0191312658335716
-0.026224937438838993,0.006663817856423691,0.0002616268466226,-0.5795656615762061,0.06473475996224705,-0.0277955632220949
-0.016193327283940316,0.003939113333572295,-0.0004607884038705,-0.5898245594374363,0.06536433413449552,0.0282770573086216
-0.004851214913911483,0.0012228410748863175,-4.805002390639857e-05,-0.6053036543029244,0.06522181972213448,0.0193229891475413
-0.03951718875449895,0.009980249330664138,0.0008235659915953,-0.5692204789034424,0.06444692714965972,-0.0271125798574634
-0.004650469341681233,0.0011823835565452376,-2.2432925106841136e-05,-0.609963172039326,0.06492688745154702,0.0097087333583856
-0.014600354342261252,0.0036618115773259146,-0.0001270151988137,-0.5998200386475799,0.06404501508019154,0.0095486955428743
-0.015290797728159831,0.0038250678703943162,-0.0003285160346422,-0.5951272209432216,0.06430725836969725,0.0190041332725639
-0.028855464387729117,0.007033687139659779,-0.0011296785669401,-0.5795712128068129,0.06471267636320129,0.0277075371205624
-0.01397716601241202,0.0035150156172388098,-0.0001029668565024,-0.5998170145916534,0.06405692154011754,-0.0096353632880999
-0.004461212569177653,0.0011371490855217224,-3.843806553049944e-05,-0.6099601929991941,0.06493862434107171,-0.0097943338112549
-0.01417509332642336,0.0035841976637425613,-0.0001064903044607,-0.604417635491098,0.06472333818327945,-2.3214961994400506e-05
-0.004468317810856874,0.0011395552725307254,1.4347607475428958e-06,-0.6145331887825904,0.06559010787650026,-2.305754523152176e-05
-0.0718987920886994,0.016498912688735396,-0.0069548697210848,-0.543308101886058,0.06484524579825102,0.0337335977850792
-0.052213000568653314,0.013168660743944478,0.0016306306933984,-0.55939539355415,0.06437495662473632,-0.026483886473202
-0.024986798426572407,0.006281326036165049,-0.0003168602124787,-0.5942223069065098,0.06417349505820034,-2.323285421786071e-05
-0.02592936588222137,0.006497890393902361,-0.0004374545824248,-0.5993421476721422,0.06593828439593954,0.0093566667195155
-0.037409381634648575,0.009439617607641443,0.0002623070904519,-0.5842986852535639,0.06596596121774029,-0.0182882870994847
-0.03709256624454786,0.009334699352068787,-0.0007015940500423,-0.5839312365121574,0.0640038312778175,-2.308070200023526e-05
-0.04073132723230673,0.010145202050390595,-0.0017383854137733,-0.5843050138079621,0.06594162773266578,0.0181624829621315
-0.06233513688055686,0.015098461783393987,-0.0048570893704891,-0.5588788162689547,0.0645405194643148,0.0260732542731703
-0.04347008176964144,0.01074503209341243,-0.0023722853511571,-0.5692260444949927,0.06442478296715991,0.027024224659523
-0.024746037243009954,0.00622643590155749,-0.0001777702273102,-0.599339174390571,0.06594997948808567,-0.0094415987792633
-0.05753655313087841,0.01515715304204366,-0.000447506958153,-0.567916067405236,0.06554477937298622,-0.0079642115973398
-0.05417557486561773,0.013964430479328167,0.0010151223978027,-0.5643597667799379,0.06472821380727481,-0.0182123859931775
-0.0617616217342347,0.015844237270332295,-0.0038339109160006,-0.5643388530440625,0.06503642356026242,0.0168517911439128
-0.06006538232263997,0.0155686912338021,-0.0027111009694635,-0.5679970653941183,0.06505067858150328,0.0084755552151504
-0.036498708479133536,0.009283775444290477,-0.0002331833966309,-0.5890209263751959,0.06576184281791961,-0.0092114995259048
-0.038407814039487176,0.009695093940110446,-0.0010640297550708,-0.589023922234763,0.06575007177026156,0.0091262869798435
0.0,0.0,0.0,-0.5432450468714033,0.06417282517652771,0.0554398936849269
0.0,0.0,0.0,-0.5689617448628873,0.06547184351968738,0.0470403968590591
0.0,0.0,0.0,-0.5689617429167175,0.06547185170096254,-0.0470404045578801
0.0,0.0,0.0,-0.5846772006260949,0.06512045246730835,0.0381878505595338
0.0,0.0,0.0,-0.5846759069332791,0.06512533352511597,-0.0382049280896071
0.0,0.0,0.0,-0.600169726226591,0.06565174447442189,-0.0290540901889469
0.0,0.0,0.0,-0.6054696529547168,0.06454088607020143,-0.0196074261778829
0.0,0.0,0.0,-0.6001753715749261,0.06562986818115905,0.028967379631727
0.0,0.0,0.0,-0.6054761141371785,0.06451362900173112,0.0194671763410608
