Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),X (m),Y (m),Z (m)
-0.0837176385066678,0.1016102051240167,0.0035718060098588,0.0492127491401094,0.1968811862492124,0.0085024089809091
-0.1249753449346653,0.0569406321797917,0.0157092474400997,0.0672053162393671,0.2681614712766996,0.0295261664003618
-0.1329603004642059,0.0428590855780242,0.0294722355902194,0.0594856461328864,0.237578826650585,0.061136596475424
0.0002358908231774,0.0006123136700019,0.0024029435589909,0.0271931210206758,0.10964708786326,0.02826760431079
-0.0164336188159111,-0.0134880342246218,-0.0038973032496869,0.0452722123314988,0.1812701516853531,0.0971132462108434
-0.0591947022504491,0.0078104919578381,0.0309403799474239,0.0329386029766454,0.1324086865380088,-0.0560167728723945
-0.0381341296210586,0.0548204059429343,-0.003252578433603,0.0379104171400057,0.1521052828443047,0.0114425549761976
-0.0325454422168497,0.0428070730396177,0.0040270462632179,0.0361048413637253,0.1449522204012418,-0.0139315975545328
-0.0626971988242236,-0.0354923029857445,-0.0252657402306795,0.041062977031703,0.164594627272298,0.0881541819663563
-0.1232547011686209,0.0751519445511052,-0.0223188400268554,0.0531093605519768,0.2123182036879706,-0.0510197073417993
-0.1087231970648586,0.09034880695666,0.0174964889883995,0.0508848556029307,0.2035054897523586,0.0400410464060318
-0.0381341296210586,0.0548204059429343,-0.003252578433603,0.0379104171400057,0.1521052828443047,0.0114425549761976
-0.038248351724002,0.0556724773753016,-0.0031410343945026,0.0390323649591499,0.1515086025944686,0.0108719513151961
-0.1244240845285886,0.0782194224564103,-0.0064841634593904,0.0651242253256712,0.2549895863602703,-0.014263740110636
-0.0840844501521811,-0.0154808350767177,0.0275044087320566,0.0629739086399181,0.2513981079338089,0.0793378728264754
-0.0660458034485355,0.0578106776904428,0.0192079693078994,0.0364152498655875,0.1461819507874413,-0.0330535027483484
-0.0530886806073201,-0.0087640217135637,0.0193008687347173,0.065119561166868,0.2598984360330296,0.0752762962541139
-0.1063162415406641,0.0695946019907706,-0.0114680025726556,0.0423440921736271,0.169669959322784,0.0477315713432972
-0.0022723823985442,0.0014370918595836,-0.0034344992600381,0.0282102095123033,0.1136764382712057,-0.02712978311049
-0.0727314067441646,-0.0014418744778353,-0.0388088151812553,0.0345180238980756,0.138665802203431,0.0636890695576587
-0.0788424187339046,0.0184188859539227,0.0381707176566123,0.0343249421347482,0.1379008794968674,-0.0544764674978444
0.0027122103571038,-0.0013270483766034,-0.0030623560305684,0.0276730216085115,0.1115482868693315,-0.0183904735996041
-0.0865266769290906,-0.0296075000428006,-0.0238138362765312,0.0589366382644079,0.2354038486648648,-0.0881549104449449
-0.051361506979744,-9.382860157871376e-05,0.017551239579916,0.0684234987556921,0.2729874861805277,0.0617765903031841
-0.1165888168692085,0.0755043689604234,0.011801871471107,0.047741375333917,0.1910521156275055,0.0510670392404486
-0.1311704395898901,0.0364231653722479,-0.0299294274300336,0.0616384025515551,0.2461072978949018,-0.0614096651993229
-0.1165888168692085,0.0755043689604234,0.011801871471107,0.047741375333917,0.1910521156275055,0.0510670392404486
-0.0014591368823086,0.0006738219065881,0.0004397003212943,0.0286279934173427,0.1153315526118564,0.0466755888548189
-0.1307472199926211,0.0116107043240776,-0.0257984641939401,0.0427382267689192,0.1712313833339676,0.0692453413360238
0.0016539474201473,-0.0013995741060773,-0.0018081553280353,0.029364292087203,0.1182485115295848,-0.0112825809396897
-0.0485925716043613,0.0110443496731554,-0.0086784102022647,0.0728070001413775,0.2903533921386015,-0.0282676607778266
-0.1396012122773258,-0.0201777653317557,0.0125317610800266,0.0513181921976218,0.2052222184332648,0.0839489214565404
-0.0826568902821058,-0.010865374976589,-0.0419500991702079,0.0362196971642956,0.145407239085154,0.0701241032560852
-0.0254717576139687,-0.0099067324337789,0.01251339353621,0.0367586165280268,0.1475422499283362,-0.080967767522438
-0.0905915601703639,-0.0416640751729835,0.0148049239069223,0.0545554604098775,0.2180471477280695,0.0935849033635775
-0.0954094915225763,0.0940536150213377,0.0113278925418853,0.0476275622546166,0.1906012278421422,0.0345015606928058
-0.0917131981857144,0.05650037093439,-0.0284472666680812,0.0390398729646755,0.1511392459747778,0.043837867047741
-0.0521444654639209,-0.0041773903989974,0.0188267119228839,0.0668527014595095,0.2667645343152032,0.0688579953561752
-0.0695345604576467,0.0942482046240145,0.0007551652379333,0.0461143468335405,0.184606395313395,0.0010807785941395
-0.1214209153795268,0.0851616368199051,0.0135133862495422,0.0601622832158263,0.2402594271377781,0.025707521724254
-0.0926804994933747,0.0193762731967468,0.0415410548448562,0.0357439109787095,0.1435223399079758,-0.057537992318415
-0.1314895024465335,0.0525548636441243,-0.0208654142916202,0.0518112484591987,0.2071755356373024,-0.0625729097116511
