"step","mean_nu"
275000,3.0883042e-05
276000,3.7292907e-07
277000,3.3547487e-05
278000,3.1154384e-06
279000,2.634411e-05
280000,1.5331421e-05
281000,2.6524755e-05
282000,2.5308407e-05
283000,3.8493938e-05
284000,2.3003673e-05
285000,2.3740506e-05
286000,2.9699188e-05
287000,4.1237556e-05
288000,2.2442386e-05
289000,2.2070175e-05
290000,2.881533e-05
291000,1.6456712e-05
292000,2.5962778e-05
293000,2.0038584e-05
294000,2.0720196e-05
295000,1.9625046e-05
296000,2.3835659e-05
297000,2.1351276e-05
298000,2.1153504e-05
299000,2.2413484e-05
300000,2.1618434e-05
301000,2.1802523e-05
302000,2.2551256e-05
303000,2.4296665e-05
304000,2.1520627e-05
305000,1.8994873e-05
306000,2.1736192e-05
307000,2.0156327e-05
308000,1.7813101e-05
309000,3.591132e-05
310000,2.6991927e-05
311000,2.6608337e-05
312000,3.91205e-06
313000,1.3079825e-06
314000,1.4580119e-05
315000,4.5913034e-06
316000,2.6820777e-05
317000,2.245922e-05
318000,2.6017584e-05
319000,2.8504894e-05
320000,2.1058167e-05
321000,1.2383484e-05
322000,1.7660072e-05
323000,2.4653582e-05
324000,3.6636986e-05
325000,3.756753e-05
326000,-8.277477e-06
327000,1.8443192e-05
328000,2.5058589e-05
329000,2.3371378e-05
330000,1.5194989e-05
331000,4.904858e-07
332000,2.3590455e-05
333000,2.498044e-05
334000,2.9176552e-05
335000,2.39176e-05
336000,2.3216424e-05
337000,2.766033e-05
338000,2.7351522e-05
339000,2.995549e-05
340000,1.2703133e-05
341000,2.1928356e-05
342000,2.7472164e-05
343000,2.15654e-05
344000,1.9181993e-05
345000,3.3597367e-05
346000,3.9793882e-05
347000,2.3605186e-05
348000,1.5188756e-05
349000,2.572605e-05
350000,3.6634774e-05
351000,2.4429608e-05
352000,2.3071201e-05
353000,3.4679644e-05
354000,4.2849122e-05
355000,2.922252e-05
356000,2.6893422e-05
357000,4.480944e-05
358000,5.5672153e-05
359000,3.1727264e-05
360000,3.3503344e-05
361000,5.8053552e-05
362000,3.806986e-05
363000,2.124324e-05
364000,0.00010539371
365000,4.073874e-05
366000,3.9955667e-05
367000,9.5753185e-06
368000,2.777683e-05
369000,3.702001e-05
370000,4.603912e-05
371000,4.0199007e-05
372000,3.5425917e-05
373000,6.055367e-05
374000,2.7760563e-05
375000,3.525026e-05
376000,2.6646203e-05
377000,2.7398251e-05
378000,4.3480104e-05
379000,2.1462249e-05
380000,4.178861e-05
381000,3.8943315e-05
382000,-0.0006359134
383000,0.00016365033
384000,7.804952e-05
385000,0.0001206034
386000,7.60541e-05
387000,3.3775228e-05
388000,4.015848e-05
389000,2.2955854e-05
390000,1.9846537e-05
391000,0.00022390037
392000,1.0409387e-05
393000,-2.5952964e-05
394000,0.00012076895
395000,5.7170575e-05
396000,9.628619e-05
397000,5.7968417e-05
398000,6.1108316e-05
399000,5.49269e-05
400000,4.366038e-05
401000,3.597919e-05
402000,2.3037957e-05
403000,1.2286649e-05
404000,2.375851e-05
405000,3.0777985e-05
406000,2.1099184e-05
407000,1.6213744e-05
408000,0.00011564744
409000,3.1667496e-05
410000,3.4743239e-06
411000,-0.00055110775
412000,3.613927e-05
413000,2.6200434e-05
414000,6.0137223e-05
415000,5.064847e-05
416000,2.9115812e-05
417000,2.2726788e-05
418000,1.7082919e-05
419000,-3.1088183e-07
420000,5.4397537e-06
421000,6.813089e-06
422000,2.3485695e-06
423000,8.761011e-06
424000,9.401466e-05
425000,6.3896376e-05
426000,5.0242495e-05
427000,5.6426867e-05
428000,3.3290646e-05
429000,9.887379e-06
430000,3.3372948e-05
431000,1.9215524e-05
432000,6.0712537e-05
433000,4.04215e-05
434000,2.7127242e-05
435000,4.661596e-05
436000,3.5218032e-05
437000,3.5901856e-05
438000,3.8518836e-05
439000,2.4521369e-05
440000,2.6338488e-05
441000,2.6025273e-05
442000,2.7435266e-05
443000,2.5662728e-05
444000,3.604854e-05
445000,8.463614e-06
446000,1.9318642e-05
447000,2.3033563e-05
448000,3.5573583e-05
449000,3.219908e-05
450000,4.3615684e-05
451000,2.206265e-05
452000,2.4501454e-05
453000,2.4697012e-05
454000,2.113381e-05
455000,1.5924827e-05
456000,3.3482207e-05
457000,2.342605e-05
458000,1.2402305e-05
459000,2.6319849e-05
460000,2.8237673e-05
461000,8.839657e-06
462000,2.1031574e-05
463000,1.6387616e-05
464000,2.6665124e-05
465000,2.1658303e-05
466000,3.7410955e-05
467000,2.3344708e-05
468000,2.4635856e-05
469000,2.4880343e-05
470000,3.0051679e-05
471000,2.0151874e-05
472000,1.8979767e-05
473000,1.7107765e-05
474000,1.1610043e-05
475000,5.0556655e-06
476000,1.6009247e-06
477000,3.0138867e-06
478000,-1.590747e-06
479000,1.6739745e-05
480000,2.1429278e-05
481000,2.4193447e-05
482000,2.2380229e-05
483000,6.685474e-06
484000,2.4916448e-05
485000,1.16229485e-05
486000,-5.1505267e-06
487000,2.0585845e-05
488000,1.8602388e-05
489000,1.1199828e-05
490000,2.1428572e-05
491000,1.26332425e-05
492000,1.9067696e-05
493000,1.6755452e-05
494000,1.2535344e-05
495000,1.3395872e-05
496000,2.1687514e-05
497000,2.1675714e-05
498000,1.4767364e-05
499000,1.6075912e-05
500000,1.6577704e-05
501000,1.6804655e-05
502000,1.7120257e-05
503000,1.8497542e-05
504000,1.1465565e-05
505000,1.6549962e-05
506000,1.4162795e-05
507000,1.9507046e-05
508000,2.1953963e-05
509000,1.8196914e-05
510000,1.34706215e-05
511000,1.4759201e-05
512000,1.7864073e-05
513000,1.4575223e-05
514000,7.895034e-06
515000,2.308912e-05
516000,2.4072866e-05
517000,2.7297234e-05
518000,2.5224183e-05
519000,1.9989548e-05
520000,1.9345283e-05
521000,4.8716454e-05
522000,1.9198682e-05
523000,2.3989272e-05
524000,2.3454693e-05
525000,2.6863567e-05
526000,1.904663e-05
527000,2.5438148e-05
528000,2.7381984e-05
529000,2.9606965e-05
530000,3.5589666e-05
531000,2.2254922e-05
532000,1.3062308e-05
533000,2.8922992e-05
534000,2.0560117e-05
535000,6.5078966e-06
536000,1.8304643e-05
537000,1.3496396e-05
538000,2.3517212e-05
539000,3.5837245e-05
540000,3.1712036e-05
541000,1.8596627e-05
542000,2.2376646e-05
543000,2.8138094e-05
544000,2.704028e-05
545000,2.271229e-05
546000,3.32829e-05
547000,2.6806743e-05
548000,2.89856e-05
549000,3.1442727e-05
550000,-1.8421519e-05
551000,1.6778291e-05
552000,2.5522073e-05
553000,1.610226e-05
554000,-2.528314e-05
555000,3.541784e-05
556000,1.7063974e-05
557000,1.8360186e-05
558000,3.1271735e-05
559000,2.2988435e-05
560000,2.2934802e-05
561000,2.2376984e-05
562000,3.1643118e-05
563000,2.4751107e-05
564000,2.1003336e-05
565000,3.127675e-05
566000,1.6976739e-05
567000,2.0726824e-05
568000,8.193523e-06
569000,1.4168756e-05
570000,1.3816121e-05
571000,3.2374803e-05
572000,3.6620706e-05
573000,2.0222787e-05
574000,2.4736992e-05
575000,4.5844845e-05
576000,4.716698e-05
577000,3.1123887e-05
578000,3.4695466e-05
579000,4.9563638e-05
580000,2.6845779e-05
581000,3.0321884e-05
582000,1.5885864e-05
583000,6.4807983e-07
584000,2.5446461e-05
585000,1.397319e-05
586000,1.7321609e-05
587000,3.2269833e-07
588000,2.6655198e-05
589000,2.2305469e-05
590000,1.8391524e-05
591000,0.0045318874
592000,8.538075e-05
593000,7.526146e-06
594000,2.2599985e-05
595000,2.3219472e-05
596000,2.489303e-05
597000,2.496911e-05
598000,5.244994e-05
599000,2.7298729e-05
600000,1.8356242e-05
601000,3.224515e-05
602000,2.1573303e-05
603000,3.165508e-05
604000,2.4882693e-05
605000,6.8249174e-06
606000,1.7373606e-05
607000,0.00012546904
608000,2.62852e-05
609000,2.1596454e-05
610000,2.1054804e-05
611000,1.8620474e-05
612000,-0.00060349243
613000,5.395967e-06
614000,2.0427968e-05
615000,3.6351914e-05
616000,5.466702e-05
617000,3.1141804e-05
618000,1.7654096e-05
619000,2.6305432e-05
620000,2.6955933e-05
621000,4.7502752e-05
622000,2.716628e-05
623000,1.9526275e-05
624000,1.9031784e-05
625000,3.3531345e-05
626000,3.4197452e-05
627000,3.4624532e-05
628000,4.6383517e-05
629000,4.9323513e-05
630000,4.2127267e-05
631000,2.7527536e-05
632000,4.2923195e-05
633000,3.266888e-05
634000,3.5616216e-05
635000,3.4787983e-05
636000,3.619875e-05
637000,4.825027e-05
638000,3.306921e-05
639000,3.3729895e-05
640000,3.0613588e-05
641000,3.2203578e-05
642000,2.2623144e-05
643000,2.4734878e-05
644000,4.7900365e-05
645000,9.4626004e-05
646000,3.3005294e-05
647000,3.524415e-05
648000,2.2287839e-05
649000,5.058051e-05
650000,3.5143876e-05
651000,3.0855037e-05
652000,4.3732085e-05
653000,3.4534016e-05
654000,3.7048976e-05
655000,3.983064e-05
656000,1.9626204e-05
657000,3.0667783e-05
658000,4.1535295e-05
659000,3.6187983e-05
660000,2.5608764e-05
661000,4.7938887e-05
662000,4.3053155e-05
663000,4.3576376e-05
664000,3.626845e-05
665000,4.3509994e-05
666000,3.5251935e-05
667000,3.7571575e-05
668000,2.9972449e-05
669000,5.982328e-05
670000,1.7856466e-05
671000,3.5610577e-05
672000,3.7845588e-05
673000,3.604012e-05
674000,5.165555e-05
675000,3.5744768e-05
676000,3.289352e-05
677000,3.6546055e-05
678000,2.3280852e-05
679000,4.8195172e-05
680000,6.947765e-05
681000,2.735284e-05
682000,3.648578e-05
683000,-1.4534617e-05
684000,2.0013038e-05
685000,2.362997e-05
686000,1.974301e-05
687000,3.6165828e-05
688000,2.6003367e-05
689000,1.764957e-05
690000,1.1464942e-05
691000,1.32121695e-05
692000,3.395971e-05
693000,2.4767798e-05
694000,3.6476024e-05
695000,2.844145e-05
696000,1.4263054e-05
697000,3.623306e-05
698000,1.9964096e-05
699000,2.1106702e-05
700000,2.2273018e-05
701000,2.134999e-05
702000,1.8583467e-05
703000,2.4337849e-05
704000,2.4098616e-05
705000,1.4700038e-05
706000,1.9835139e-05
707000,1.6671242e-05
708000,2.669698e-05
709000,1.3925059e-05
710000,2.1633654e-05
711000,1.5228628e-06
712000,2.2763687e-05
713000,1.9020874e-05
714000,3.0354226e-05
715000,4.02114e-05
716000,4.399021e-05
717000,-3.2853513e-06
718000,1.60916e-05
719000,1.9572766e-05
720000,1.2975692e-05
721000,4.07611e-05
722000,1.0254725e-05
723000,9.599018e-06
724000,6.962516e-06
725000,2.3486551e-05
726000,9.161814e-06
727000,6.154644e-06
728000,7.232372e-06
729000,-1.6470202e-06
730000,-8.153561e-07
731000,4.624203e-05
732000,1.0031369e-05
733000,2.045723e-05
734000,3.0175794e-05
735000,1.2765666e-05
736000,3.6040532e-05
737000,2.1168473e-05
738000,-3.046472e-07
739000,2.873757e-05
740000,-3.0016208e-05
741000,1.4237625e-05
742000,-1.4118343e-05
743000,-6.3363705e-06
744000,1.9321787e-05
745000,-8.832775e-06
746000,-2.3269276e-05
747000,1.0530712e-05
748000,1.4337889e-05
749000,1.7930346e-05
750000,1.26506275e-05
751000,0.00015143532
752000,8.896493e-06
753000,1.6475951e-05
754000,1.5834858e-05
755000,6.91769e-06
756000,2.3338e-05
757000,5.192327e-05
758000,2.7384094e-05
759000,2.3185357e-05
760000,2.0880238e-05
761000,3.186884e-05
762000,2.2464155e-05
763000,2.1898124e-05
764000,0.0001928102
765000,0.00010158858
766000,6.729182e-05
767000,4.768457e-05
768000,3.2299242e-05
769000,3.4018503e-05
770000,3.639726e-05
771000,2.7627535e-05
772000,2.2086382e-05
773000,2.0895315e-05
774000,2.2864077e-05
775000,3.402232e-05
776000,2.8927425e-05
777000,2.2528639e-05
778000,1.7925546e-05
779000,2.3478608e-05
780000,2.3983966e-05
781000,3.4868906e-05
782000,-2.5088633e-05
783000,1.7877435e-05
784000,2.1332995e-05
785000,1.2361245e-05
786000,4.0766772e-05
787000,-1.2511506e-05
788000,1.9780835e-05
789000,1.7503093e-05
790000,4.4991688e-05
791000,2.9509565e-05
792000,3.387637e-05
793000,3.5889145e-05
794000,-8.162142e-06
795000,1.5133171e-05
796000,4.569138e-05
797000,2.6473532e-05
798000,2.4190764e-05
799000,1.7853117e-05
800000,4.4856133e-05
801000,1.9890984e-05
802000,2.139122e-05
803000,2.1672156e-05
804000,1.9610161e-05
805000,3.18365e-05
806000,4.1027117e-05
807000,1.8505321e-05
808000,2.4053295e-05
809000,2.5648365e-05
810000,2.1400778e-05
811000,1.2155669e-05
812000,1.1608159e-05
813000,6.985545e-05
814000,4.7580488e-05
815000,3.1822936e-05
816000,3.094341e-05
817000,2.7720025e-05
818000,1.8839819e-05
819000,1.357156e-05
820000,1.3059225e-05
821000,3.4880388e-05
822000,2.046607e-05
823000,1.5129445e-05
824000,1.3313069e-05
825000,1.6814944e-05
826000,9.103483e-06
827000,1.0378268e-05
828000,8.168386e-06
829000,1.3320132e-05
830000,1.662211e-05
831000,1.5305684e-05
832000,2.4688474e-05
833000,2.9320257e-05
834000,2.4137953e-05
835000,1.832372e-05
836000,1.6119888e-05
837000,3.1424388e-05
838000,2.152074e-05
839000,2.2510545e-05
840000,1.4969651e-05
841000,2.656001e-05
842000,3.075758e-05
843000,1.7391112e-05
844000,2.931138e-05
845000,2.001459e-05
846000,1.4078868e-05
847000,3.0436491e-05
848000,2.4183206e-05
849000,3.8482827e-05
850000,4.1266638e-05
851000,2.831311e-05
852000,2.4982695e-05
853000,3.3990396e-05
854000,2.8495839e-05
855000,3.6427624e-05
856000,2.1625394e-05
857000,3.886075e-05
858000,2.6528005e-05
859000,3.3301454e-05
860000,3.0901905e-05
861000,2.1081161e-05
862000,2.8302267e-05
863000,3.1546824e-05
864000,3.0103149e-05
865000,3.599876e-05
866000,3.3274853e-05
867000,2.9865421e-05
868000,3.1457865e-05
869000,3.110424e-05
870000,3.68067e-05
871000,3.2802785e-05
872000,1.9221454e-05
873000,3.0417534e-05
874000,2.9700046e-05
875000,3.0255524e-05
876000,2.812471e-05
877000,2.2880391e-05
878000,2.7666338e-05
879000,3.0427247e-05
880000,3.4540768e-05
881000,3.2752705e-05
882000,3.4165965e-05
883000,3.6760528e-05
884000,3.0629664e-05
885000,1.526784e-05
886000,4.0534633e-05
887000,3.56915e-05
888000,3.376723e-05
889000,3.7242935e-05
890000,4.3041116e-05
891000,3.3989538e-05
892000,3.202019e-05
893000,3.704674e-05
894000,3.5343186e-05
895000,3.1701693e-05
896000,3.3491466e-05
897000,3.3729164e-05
898000,3.3699358e-05
899000,3.263365e-05
900000,3.365035e-05
901000,3.3857064e-05
902000,3.520472e-05
903000,3.3160293e-05
904000,3.330646e-05
905000,2.8613673e-05
906000,3.092315e-05
907000,3.4060784e-05
908000,3.3151056e-05
909000,2.6797201e-05
910000,2.6017331e-05
911000,3.10529e-05
912000,3.7055594e-05
913000,2.843127e-05
914000,2.7605878e-05
915000,3.6248497e-05
916000,2.206398e-05
917000,3.647412e-05
918000,3.3698732e-05
919000,3.7722308e-05
920000,3.3701683e-05
921000,3.5150548e-05
922000,3.8629754e-05
923000,3.2507734e-05
924000,4.0232717e-05
925000,3.4572684e-05
926000,2.99768e-05
927000,4.135819e-05
928000,3.6348894e-05
929000,3.187603e-05
930000,3.3758042e-05
931000,2.9692997e-05
932000,3.3083106e-05
933000,4.3480926e-05
934000,3.218443e-05
935000,3.2228712e-05
936000,2.64249e-05
937000,4.1041047e-05
938000,3.5284e-05
939000,3.351645e-05
940000,3.918899e-05
941000,4.292297e-05
942000,3.0388192e-05
943000,3.4559987e-05
944000,3.8285525e-05
945000,4.539136e-05
946000,3.4154615e-05
947000,3.4036708e-05
948000,3.539193e-05
949000,3.876904e-05
950000,2.9836096e-05
951000,3.2246266e-05
952000,3.811828e-05
953000,3.872904e-05
954000,3.5213718e-05
955000,2.4399658e-05
956000,2.3466258e-05
957000,2.5731468e-05
958000,2.2966631e-05
959000,3.1607153e-05
960000,3.4339773e-05
961000,2.6528727e-05
962000,3.4271892e-05
963000,3.9285642e-05
964000,3.0037387e-05
965000,4.0370167e-05
966000,2.7689768e-05
967000,2.6361162e-05
968000,2.7075308e-05
969000,3.0979583e-05
970000,3.1365144e-05
971000,3.4231492e-05
972000,3.4603996e-05
973000,3.598504e-05
974000,3.4326622e-05
975000,2.4229132e-05
976000,2.8380924e-05
977000,2.2433125e-05
978000,3.248225e-05
979000,3.357719e-05
980000,3.341501e-05
981000,3.2497202e-05
982000,3.3509183e-05
983000,3.079841e-05
984000,3.1647232e-05
985000,3.6931113e-05
986000,3.703889e-05
987000,0.00027676224
988000,2.1370633e-05
989000,1.607424e-05
990000,1.6603793e-05
991000,2.634577e-05
992000,1.5299212e-05
993000,1.0669302e-05
994000,2.7300955e-05
995000,2.6941392e-05
996000,2.8783405e-05
997000,3.287988e-05
998000,3.332931e-05
999000,3.7632733e-05
1000000,-1.2655029e-05
1001000,1.4543536e-05
1002000,1.8333205e-05
1003000,2.59438e-05
1004000,3.529228e-05
1005000,3.2498192e-05
1006000,4.565858e-05
1007000,3.0382662e-05
1008000,3.546949e-05
1009000,3.8293463e-05
1010000,2.3361628e-05
1011000,3.150093e-05
1012000,3.214656e-05
1013000,2.6368089e-05
1014000,2.63508e-05
1015000,2.5602552e-05
1016000,3.4737437e-05
1017000,3.6599755e-05
1018000,2.258369e-05
1019000,4.5425328e-05
1020000,1.3894008e-05
1021000,3.032743e-05
1022000,3.0365929e-05
1023000,4.050045e-05
1024000,3.385977e-05
1025000,3.0551946e-05
1026000,3.1464806e-05
1027000,1.8204768e-05
1028000,3.332384e-05
1029000,3.4246463e-05
1030000,3.1797987e-05
1031000,3.7456186e-05
1032000,3.649738e-05
1033000,2.3753852e-05
1034000,3.694152e-05
1035000,3.608041e-05
1036000,3.366231e-05
1037000,2.8019747e-05
1038000,3.0743293e-05
1039000,3.2562544e-05
1040000,3.4730707e-05
1041000,2.9720108e-05
1042000,2.3285615e-05
1043000,3.7304326e-05
1044000,3.893729e-05
1045000,3.2217813e-05
1046000,2.9751685e-05
1047000,1.8605402e-05
1048000,4.0523824e-05
1049000,3.267898e-05
1050000,3.0478843e-05
1051000,3.0484927e-05
1052000,2.874003e-05
1053000,3.174445e-05
1054000,2.1102713e-05
1055000,2.569265e-05
1056000,3.6858077e-05
1057000,4.945172e-05
1058000,2.808535e-05
1059000,2.4461406e-05
1060000,2.9042605e-05
1061000,3.3236785e-05
1062000,1.806368e-05
1063000,2.75129e-05
1064000,3.3248576e-05
1065000,1.882982e-05
1066000,3.0570784e-05
1067000,2.1017662e-05
1068000,2.8854782e-05
1069000,3.3836233e-05
1070000,2.8553193e-05
1071000,2.7664662e-05
1072000,2.7216976e-05
1073000,2.2164544e-05
1074000,3.3035416e-05
1075000,-8.258059e-06
1076000,2.9449637e-05
1077000,2.6943482e-05
1078000,3.4226323e-05
1079000,2.9729192e-05
1080000,2.8393724e-05
1081000,3.173999e-05
1082000,2.7803675e-05
1083000,2.8963794e-05
1084000,3.293991e-05
1085000,2.4501054e-05
1086000,3.194383e-05
1087000,4.764081e-05
1088000,3.586533e-05
1089000,3.0543008e-05
1090000,2.0236164e-05
1091000,3.9573268e-05
1092000,3.1785654e-05
1093000,3.7047597e-05
1094000,3.1780488e-05
1095000,2.3709556e-05
1096000,3.201866e-05
1097000,2.6840662e-05
1098000,2.8206314e-05
1099000,2.9593375e-05
1100000,3.1110216e-05
1101000,2.9862926e-05
1102000,3.1643136e-05
1103000,3.0056304e-05
1104000,2.9436464e-05
1105000,3.0676376e-05
1106000,3.0656916e-05
1107000,3.185766e-05
1108000,3.846814e-05
1109000,2.8286395e-05
1110000,4.0596435e-05
1111000,3.1287782e-05
1112000,2.7726039e-05
1113000,1.6455502e-05
1114000,3.8091333e-05
1115000,1.4248136e-05
1116000,3.4189736e-05
1117000,3.3688928e-05
1118000,4.432911e-05
1119000,3.0890114e-05
1120000,3.7426507e-05
1121000,2.8398908e-05
1122000,2.6094453e-05
1123000,1.944566e-05
1124000,5.1425803e-05
1125000,3.2733984e-05
1126000,2.9634786e-05
1127000,3.986175e-05
1128000,2.2980781e-05
1129000,1.8933386e-05
1130000,4.348923e-05
1131000,2.7757462e-05
1132000,1.6975177e-05
1133000,4.0204315e-05
1134000,3.231166e-05
1135000,2.9615476e-05
1136000,2.8799213e-05
1137000,3.6715035e-05
1138000,3.1798238e-05
1139000,3.122353e-05
1140000,3.1783635e-05
1141000,3.435958e-05
1142000,2.487133e-05
1143000,2.5187337e-05
1144000,3.368484e-05
1145000,3.0479758e-05
1146000,3.2279677e-05
1147000,2.6471718e-05
1148000,3.3930544e-05
1149000,7.6970455e-06
1150000,3.5929654e-05
1151000,3.348275e-05
1152000,3.067851e-05
1153000,2.6939812e-05
1154000,2.9745432e-05
1155000,2.9507264e-05
1156000,3.7438633e-05
1157000,1.1185458e-05
1158000,2.825463e-05
1159000,2.8533763e-05
1160000,2.7818902e-05
1161000,2.7321428e-05
1162000,2.61581e-05
1163000,0.0017121343
1164000,2.445279e-05
1165000,2.7946055e-05
1166000,2.7360536e-05
1167000,3.16763e-05
1168000,0.00017044418
1169000,5.710323e-05
1170000,5.9166287e-05
1171000,6.890864e-05
1172000,5.196108e-05
1173000,3.6474234e-05
1174000,4.149207e-05
1175000,2.6250344e-05
1176000,4.423929e-05
1177000,2.287567e-05
1178000,3.4840185e-05
1179000,-2.6757134e-06
1180000,2.1584861e-05
1181000,2.7683333e-05
